88,77,87,95,85,80,93,87,85,87,87,92,87,72,83,81,81,80,73,83,83,81,85,82,86,80,83,83
18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
